symbol,date,open,close,low,high,volume,market_cap
KCS,2018-05-10T00:00:00.000Z,4.2104301453,4.1287798882,4.1167798042,4.2781400681,883726.0,312674887.578
KCS,2018-05-11T00:00:00.000Z,4.1139998436,3.7274401188,3.6189000607,4.146299839,1400140.0,282281178.206
KCS,2018-05-12T00:00:00.000Z,3.7276399136,3.7630500793,3.7003200054,3.9271399975,1453330.0,284977944.017
KCS,2018-05-13T00:00:00.000Z,3.752710104,3.892539978,3.7126700878,3.9353699684,1392140.0,294784296.303
KCS,2018-05-14T00:00:00.000Z,3.880179882,3.6713500023,3.6498200893,3.9064800739,2546400.0,278033450.198
KCS,2018-05-15T00:00:00.000Z,3.6686499119,3.6916999817,3.6497600079,3.805670023,586628.0,279574567.419
KCS,2018-05-16T00:00:00.000Z,3.6912999153,3.6586699486,3.5091300011,3.7257399559,631566.0,277073186.494
KCS,2018-05-17T00:00:00.000Z,3.6607201099,3.6034500599,3.5671799183,3.7364499569,492465.0,326943094.087
KCS,2018-05-18T00:00:00.000Z,3.5876801014,4.0101799965,3.4820599556,4.0101799965,1488550.0,363845941.264
KCS,2018-05-19T00:00:00.000Z,4.0047597885,3.8475799561,3.8346400261,4.5115499496,2755550.0,349093149.606
KCS,2018-05-20T00:00:00.000Z,3.8471899033,3.9437599182,3.6579699516,3.9437599182,916350.0,357819616.406
KCS,2018-05-21T00:00:00.000Z,3.9395399094,3.8917500973,3.7386898994,3.9626200199,788734.0,353100719.148
KCS,2018-05-22T00:00:00.000Z,3.8889501095,3.4803500175,3.4622199535,3.8918099403,718390.0,315774160.182
KCS,2018-05-23T00:00:00.000Z,3.4611799717,3.1527400017,3.0055100918,3.5371699333,816801.0,286049916.178
KCS,2018-05-24T00:00:00.000Z,3.1424400806,3.2112998962,3.0102798939,3.2907400131,396202.0,291363098.709
KCS,2018-05-25T00:00:00.000Z,3.2211899757,3.1098198891,3.049849987,3.2289500237,364901.0,282155759.856
KCS,2018-05-26T00:00:00.000Z,3.1076200008,3.1256799698,3.0122499466,3.174259901,211343.0,283594746.792
KCS,2018-05-27T00:00:00.000Z,3.1275999546,3.1193699837,3.000590086,3.1275999546,251807.0,283022236.857
KCS,2018-05-28T00:00:00.000Z,3.1257200241,2.7655899525,2.763479948,3.1257200241,437410.0,250923573.68
KCS,2018-05-29T00:00:00.000Z,2.7686800957,2.9858000278,2.7547900677,3.0536000729,366887.0,270903353.821
KCS,2018-05-30T00:00:00.000Z,2.9733800888,2.9244799614,2.8588900566,3.0425100327,306401.0,265339754.9
KCS,2018-05-31T00:00:00.000Z,2.914839983,3.0687100887,2.8997700214,3.1452798843,259785.0,278425825.877
KCS,2018-06-01T00:00:00.000Z,3.0809700489,3.0818800926,3.0110199451,3.1421000957,292715.0,279620747.563
KCS,2018-06-02T00:00:00.000Z,3.0845599174,3.190969944,3.0689599514,3.288009882,370418.0,289518546.099
KCS,2018-06-03T00:00:00.000Z,3.1862299442,3.1837201118,3.1387000084,3.2460799217,308770.0,288860749.423
KCS,2018-06-04T00:00:00.000Z,3.1781799793,2.9244499207,2.9049398899,3.1998200417,443537.0,265337032.983
